,d_id,text,DESPC,DESSC,CoREF,PCREF_1,PCREF_a,PCREF_1p,PCREF_ap,PCDC,SMCAUSe_1,SMCAUSe_a,SMCAUSe_1p,SMCAUSe_ap,SMCAUSwn_1p_path,SMCAUSwn_1p_lch,SMCAUSwn_1p_wup,SMCAUSwn_ap_path,SMCAUSwn_ap_lch,SMCAUSwn_ap_wup,SMCAUSwn_1_path,SMCAUSwn_1_lch,SMCAUSwn_1_wup,SMCAUSwn_a_path,SMCAUSwn_a_lch,SMCAUSwn_a_wup,SMCAUSwn_1p_binary,SMCAUSwn_ap_binary,SMCAUSwn_1_binary,SMCAUSwn_a_binary,PCCNC_megahr,WRDIMGc_megahr,PCCNC_mrc,WRDIMGc_mrc,WRDHYPnv,zDESPC,zDESSC,zCoREF,zPCREF_1,zPCREF_a,zPCREF_1p,zPCREF_ap,zPCDC,zSMCAUSe_1,zSMCAUSe_a,zSMCAUSe_1p,zSMCAUSe_ap,zSMCAUSwn_1p_path,zSMCAUSwn_1p_lch,zSMCAUSwn_1p_wup,zSMCAUSwn_ap_path,zSMCAUSwn_ap_lch,zSMCAUSwn_ap_wup,zSMCAUSwn_1_path,zSMCAUSwn_1_lch,zSMCAUSwn_1_wup,zSMCAUSwn_a_path,zSMCAUSwn_a_lch,zSMCAUSwn_a_wup,zSMCAUSwn_1p_binary,zSMCAUSwn_ap_binary,zSMCAUSwn_1_binary,zSMCAUSwn_a_binary,zPCCNC_megahr,zWRDIMGc_megahr,zPCCNC_mrc,zWRDIMGc_mrc,zWRDHYPnv,gis
12,1008.txt,"People in Wuhan, China, are shouting messages of hope from their apartments as all residents are being encouraged to stay home during the coronavirus outbreak",1,1,0,0,0,0,0,0.0,0.29470406472682953,0.3170175055662791,0,0.3170175055662791,0,0,0,0.1527520249111158,1.3242712538628174,0.26172437270922116,0.15378888787979697,1.3333453600199003,0.26342701910883726,0.1527520249111158,1.3242712538628174,0.26172437270922116,0,0,0,0,3.2601609088695893,3.662551802533666,194.33333333333334,223.14814814814815,1.1481481481481481,,-0.6258706808460232,,-0.6668001213199425,-0.6623761102057772,-0.6668001213199425,-0.6623761102057772,-0.2467286682378349,0.019483533376037896,0.14098887855087835,-0.5766865621338982,0.14098887855087835,-0.597314356653391,-0.606228648572852,-0.6041714348080054,0.5305286446034817,0.600863977788827,0.567493822051048,0.5392915600518926,0.611627229832995,0.5767077779025638,0.5305286446034817,0.600863977788827,0.567493822051048,-0.18697531006019763,-0.22733600484324906,-0.2003103957918527,-0.22733600484324906,-0.07719860619791671,0.1236133376394848,0.15485666849752536,0.1848023282469717,-0.03109660587985365,-1.273773461295976
13,1009.txt,White House tells airlines it may suspend all China-US flights amid coronavirus outbreak,1,1,0,0,0,0,0,0.0,0.4110288619995117,0.4110288619995117,0,0.4110288619995117,0,0,0,0.11608368483368484,1.0772970726265823,0.2043333980833981,0.11608368483368484,1.0772970726265823,0.2043333980833981,0.11608368483368484,1.0772970726265823,0.2043333980833981,0,0,0,0,3.528827653101195,3.7905729612675674,222.0,238.07692307692307,1.0,,-0.6258706808460232,,-0.6668001213199425,-0.6623761102057772,-0.6668001213199425,-0.6623761102057772,-0.2467286682378349,0.5454847119698956,0.5828992686157359,-0.5766865621338982,0.5828992686157359,-0.597314356653391,-0.606228648572852,-0.6041714348080054,0.05491338076382486,0.20550454151964567,0.11341894620545113,0.05379300319849566,0.20293374054882105,0.1114351179467993,0.05491338076382486,0.20550454151964567,0.11341894620545113,-0.18697531006019763,-0.22733600484324906,-0.2003103957918527,-0.22733600484324906,1.5316551753241918,1.0728713168283908,0.6354826163852905,0.42316845177253337,-0.8590924819532794,-3.0038893459335645
14,101.txt,The WHO never offered to sell test kits to the United States,1,1,0,0,0,0,0,0.0,0.33550965785980225,0.33550965785980225,0,0.33550965785980225,0,0,0,0.1384472498655191,1.239862020328505,0.2432218767908813,0.1384472498655191,1.239862020328505,0.2432218767908813,0.1384472498655191,1.239862020328505,0.2432218767908813,0,0,0,0,3.28229109974807,3.679550352866201,174.27272727272728,196.0,1.0,,-0.6258706808460232,,-0.6668001213199425,-0.6623761102057772,-0.6668001213199425,-0.6623761102057772,-0.2467286682378349,0.20399956593658333,0.22791320921909153,-0.5766865621338982,0.22791320921909153,-0.597314356653391,-0.606228648572852,-0.6041714348080054,0.3449852209548624,0.4657405943687659,0.4211028852926127,0.3417500402093907,0.4624130613752873,0.4176229198768023,0.3449852209548624,0.4657405943687659,0.4211028852926127,-0.18697531006019763,-0.22733600484324906,-0.2003103957918527,-0.22733600484324906,0.05532334542091496,0.2496550771252424,-0.19363662558977002,-0.24866919676735644,-0.8590924819532794,-0.7043412763271394
15,1010.txt,"If #coronavirus isn't such a big deal, then why are Italian authorities scanning every single passenger landing in the country? And why are we still allowing Flights originating from China to land in the US ? Something ain't right",1,3,0,0.2089706901460886,0.18974341079592705,0.2089706901460886,0.18974341079592705,0.6666666666666666,0.3436547461897135,0.2822053782641888,0.3119306191802025,0.2822053782641888,0.1746352740230291,1.4872247974699433,0.294958182407162,0.17491787407603734,1.479090746924615,0.29476767563502254,0.17284632034632036,1.4599904310166223,0.29166666666666663,0.17491787407603734,1.479090746924615,0.29476767563502254,0,0,0,0,3.262866701005242,3.6282352227520858,212.0,259.56666666666666,1.1472222222222221,,1.045616287161919,,0.5882713020494541,0.5077539130444703,0.5882713020494541,0.5077539130444703,2.340278930886785,0.2408302861418488,-0.02264923219141162,0.9809486814747909,-0.02264923219141162,1.769412258217821,1.835551662118037,1.794833462143348,0.8180359649932845,0.8487010075301866,0.8289309865422502,0.7846782762701522,0.8137727567303679,0.7990521817052741,0.8180359649932845,0.8487010075301866,0.8289309865422502,-0.18697531006019763,-0.22733600484324906,-0.2003103957918527,-0.22733600484324906,-0.06099554421528042,-0.13083903178365855,0.4617623942571826,0.7662928474101214,-0.03627158010531296,4.284423686353547
16,1011.txt,Japan plane evacuating citizens arrives Tokyo from virus-hit Wuhan,1,1,0,0,0,0,0,0.0,0.15675019472837448,0.21517406404018402,0,0.21517406404018402,0,0,0,0.19453781512605042,1.592140113000886,0.3193681917211329,0.20763305322128853,1.6577333323443675,0.33823062558356676,0.19453781512605042,1.592140113000886,0.3193681917211329,0,0,0,0,3.612167297070875,3.9587104371112547,86.61538461538461,97.92307692307692,1.2888888888888888,,-0.6258706808460232,,-0.6668001213199425,-0.6623761102057772,-0.6668001213199425,-0.6623761102057772,-0.2467286682378349,-0.6043206761483585,-0.33773706135519543,-0.5766865621338982,-0.33773706135519543,-0.597314356653391,-0.606228648572852,-0.6041714348080054,1.07252098993075,1.0296718823754043,1.0235691915974403,1.2325981187329318,1.1294016451230864,1.165672751698955,1.07252098993075,1.0296718823754043,1.0235691915974403,-0.18697531006019763,-0.22733600484324906,-0.2003103957918527,-0.22733600484324906,2.030716946943161,2.319585860922238,-1.716421929349094,-1.814652746837484,0.7554994763899001,-6.36425761998956
17,1012.txt,Chinese embassy wants Danish paper to apologize for coronavirus cartoon,1,1,0,0,0,0,0,0.0,0.32878899574279785,0.32878899574279785,0,0.32878899574279785,0,0,0,0.17242063492063492,1.3816072827547068,0.28555555555555556,0.17242063492063492,1.3816072827547068,0.28555555555555556,0.17242063492063492,1.3816072827547068,0.28555555555555556,0,0,0,0,3.4975565966439537,3.837289671782738,128.8,124.2,1.1571428571428573,,-0.6258706808460232,,-0.6668001213199425,-0.6623761102057772,-0.6668001213199425,-0.6623761102057772,-0.2467286682378349,0.1736098616142223,0.19632202140627888,-0.5766865621338982,0.19632202140627888,-0.597314356653391,-0.606228648572852,-0.6041714348080054,0.7856449416401854,0.6926482280580007,0.756045096232303,0.779197078898239,0.6886608776767414,0.7509364481859515,0.7856449416401854,0.6926482280580007,0.756045096232303,-0.18697531006019763,-0.22733600484324906,-0.2003103957918527,-0.22733600484324906,1.3443950900564237,1.4192688237448832,-0.9835898538486754,-1.395091977657911,0.019174572310319278,-4.041293821845888
18,1013.txt,"Have you travelled to Wuhan, China, in the past 14 days and have a fever with a cough, sore throat or shortness of breath? Call 1800 675 398",1,2,0,0.033202219754457474,0.033202219754457474,0.033202219754457474,0.033202219754457474,0.0,0.3990990221500397,0.3990990221500397,0.3990990221500397,0.3990990221500397,0.1411707340278769,1.2340297544694385,0.24372485979628836,0.1411707340278769,1.2340297544694385,0.24372485979628836,0.1411707340278769,1.2340297544694385,0.24372485979628836,0.1411707340278769,1.2340297544694385,0.24372485979628836,0,0,0,0,3.4079596153846405,3.800241066045071,244.54545454545453,265.40909090909093,1.0643939393939394,,0.20987280315794793,,-0.4673886288416495,-0.4576210991607397,-0.4673886288416495,-0.4576210991607397,-0.2467286682378349,0.4915399816253543,0.5268217862635307,1.4162268114376098,0.5268217862635307,1.3158875169876807,1.4198467385483637,1.3781337427881817,0.38031080797919004,0.45640422839451494,0.4250824647861083,0.37681808184865007,0.45310384431845413,0.4215831483545518,0.38031080797919004,0.45640422839451494,0.4250824647861083,-0.18697531006019763,-0.22733600484324906,-0.2003103957918527,-0.22733600484324906,0.8078625820071677,1.1445588854650377,1.0271427535468427,0.8595781990416315,-0.49919654718272755,-0.5140118714071935
19,1014.txt,"The plane bound for Ontario Airport in southern Calif carrying over 100 U.S. citizens evacuated from Wuhan, China has been diverted to March Air Force Base - Fox must be really contaminated",1,1,0,0,0,0,0,0.0,0.6147757768630981,0.5240921288728714,0,0.5240921288728714,0,0,0,0.1484622768104911,1.3276313636157042,0.2505115887089101,0.14398109207260992,1.3033948062675276,0.24896573193671406,0.1484622768104911,1.3276313636157042,0.2505115887089101,0,0,0,0,3.4028667894581934,3.6948377695518437,182.9189189189189,200.7027027027027,1.2035714285714285,,-0.6258706808460232,,-0.6668001213199425,-0.6623761102057772,-0.6668001213199425,-0.6623761102057772,-0.2467286682378349,1.466794010295034,1.1143651921129472,-0.5766865621338982,1.1143651921129472,-0.597314356653391,-0.606228648572852,-0.6041714348080054,0.4748874655815805,0.6062428845678851,0.47877876648665196,0.41300472625660034,0.5638214177197215,0.4628470695519719,0.4748874655815805,0.6062428845678851,0.47877876648665196,-0.18697531006019763,-0.22733600484324906,-0.2003103957918527,-0.22733600484324906,0.7773652747433594,0.3630090134085037,-0.04343479225590998,-0.17358165484348506,0.2786625656154723,-2.6774921895015966
20,1015.txt,"Jan 16- 40 confirmed cases Jan 21- 440 sick Jan 22- 571 sick, 17 dead Jan 23- 830 sick, 26 dead Jan 24- 1287 sick, 41 dead Jan 25- 1975 sick, 41 dead Jan 26- 2748 sick, 80 dead Jan 27- 4515 sick, 106 dead Today- 5997 sick, 132 dead",1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3.5395463224037256,4.120855817221521,239.80769230769232,280.3076923076923,1.125,,-0.6258706808460232,,-0.6668001213199425,-0.6623761102057772,-0.6668001213199425,-0.6623761102057772,-0.2467286682378349,-1.3131187063625447,-1.3491856584124047,-0.5766865621338982,-1.3491856584124047,-0.597314356653391,-0.606228648572852,-0.6041714348080054,-1.450777148806521,-1.519046426505167,-1.5032579436844857,-1.4409201108524785,-1.5166024613514846,-1.4973805544442327,-1.450777148806521,-1.519046426505167,-1.5032579436844857,-0.18697531006019763,-0.22733600484324906,-0.2003103957918527,-0.22733600484324906,1.595841651732285,3.5218699003771117,0.9448382427134214,1.0974625450968474,-0.1604709615163264,-6.2156959263273315
21,1016.txt,"I watched a documentary about what a new ""1917 flu outbreak"" would look like in 2020. I swear you and your Government were the bumbling, stumbling, fumbling government portrayed in the doco. #LifeImitatingArt Im so fucking glad Hawke/Keating were in charge in the 80's",1,3,0,0.25278177857398987,0.21797364950180054,0.25278177857398987,0.21797364950180054,0.0,0.46823825314641,0.2863463318596284,0.2052267363294959,0.2863463318596284,0.16646344019736878,1.4203170871423445,0.28369460610195907,0.16094709353382822,1.3645589615918106,0.27029140973368665,0.1654011971273876,1.3621027234873186,0.2733496922726615,0.16094709353382822,1.3645589615918106,0.27029140973368665,0,0.09523809523809523,0.16666666666666666,0.09523809523809523,3.285435892924636,3.666914909064248,219.47058823529412,247.02941176470588,1.188095238095238,,1.045616287161919,,0.8513993276789266,0.6818471779156889,0.8513993276789266,0.6818471779156889,-0.2467286682378349,0.8041759616040126,-0.003184238939231387,0.44811952544334577,-0.003184238939231387,1.6586643196029411,1.7257001252224238,1.7032225955016944,0.6368246950094953,0.6653570569300703,0.6352758435032235,0.6888136134020847,0.6575285218813133,0.6548337829889117,0.6368246950094953,0.6653570569300703,0.6352758435032235,-0.18697531006019763,0.5509242641198335,1.0872868113406944,0.5509242641198335,0.0741552719725003,0.15596512799325896,0.5915416190234749,0.5661118637131909,0.19216656784708797,-0.08997319681148092
